Date,Max W Temp (C),Min W Temp (C),Avg W Temp (C)
9/14/2018,20.722,11.686,15.68081944
9/15/2018,19.246,12.485,15.57230556
9/16/2018,20.698,14.29,16.931625
9/17/2018,22.25,14.816,17.74173611
9/18/2018,21.557,14.457,17.32648611
9/19/2018,20.246,12.847,15.95998611
9/20/2018,19.413,11.977,15.10552083
9/21/2018,19.199,11.151,14.53195139
9/22/2018,19.865,11.856,15.09186806
9/23/2018,19.627,13.401,15.95665278
9/24/2018,20.46,13.906,16.52849306
9/25/2018,20.055,13.401,16.06523611
9/26/2018,18.557,11.856,14.80136111
9/27/2018,18.033,10.785,13.86678472
9/28/2018,18.414,10.932,14.03076389
9/29/2018,19.103,12.098,14.85608333
9/30/2018,18.699,13.954,15.84649306
10/1/2018,20.865,15.461,17.39088194
10/2/2018,19.27,16.415,17.46921528
10/3/2018,21.032,16.773,18.26251389
10/4/2018,17.391,13.425,15.5851875
10/5/2018,17.915,13.762,15.43009722
10/6/2018,14.266,12.268,12.93115972
10/7/2018,13.257,11.807,12.449625
10/8/2018,15.772,11.2,12.99065972
10/9/2018,15.438,9.608,12.251875
10/10/2018,16.487,11.151,13.29163889
10/11/2018,14.577,11.467,12.96404167
10/12/2018,16.487,10.271,13.00592361
10/13/2018,16.63,10.638,13.25717361
10/14/2018,14.625,10.173,12.15390972
10/15/2018,13.064,7.293,9.775159722
10/16/2018,10.81,6.864,8.828152778
10/17/2018,13.81,8.891,10.71504861
10/18/2018,14.242,8.22,10.88400694
10/19/2018,14.29,8.095,10.96818056
10/20/2018,15.27,8.941,11.77268056
10/21/2018,15.151,11.832,13.02817361
10/22/2018,16.296,12.364,13.61809722
10/23/2018,15.318,10.467,12.64971528
10/24/2018,15.438,10.222,12.52051389
10/25/2018,15.223,10.001,12.2431875
10/26/2018,14.745,9.731,11.96099306
10/27/2018,14.481,9.706,11.82586806
10/28/2018,14.529,8.693,11.4055625
10/29/2018,14.337,9.262,11.48760417
10/30/2018,14.05,9.952,11.413
10/31/2018,11.88,7.268,9.346166667
11/1/2018,11.953,7.091,9.045388889
11/2/2018,13.594,8.295,10.49043056
11/3/2018,13.04,8.891,10.72663194
11/4/2018,11.88,7.77,9.707916667
11/5/2018,12.534,8.045,9.909819444
11/6/2018,11.686,7.393,9.337826389
11/7/2018,10.687,5.872,8.152270833
11/8/2018,10.222,5.975,7.844798611
11/9/2018,9.435,4.818,6.873395833
11/10/2018,8.841,4.168,6.348034722
11/11/2018,8.369,4.272,6.128347222
11/12/2018,7.945,3.564,5.435798611
11/13/2018,7.97,3.67,5.589972222
11/14/2018,9.04,4.48,6.400694444
11/15/2018,9.41,4.61,6.761930556
11/16/2018,9.361,4.999,6.941326389
11/17/2018,9.188,4.895,6.838638889
11/18/2018,9.114,4.792,6.6635625
11/19/2018,8.12,3.512,5.674097222
11/20/2018,7.97,3.643,5.5378125
11/21/2018,8.195,3.538,5.672506944
11/22/2018,8.494,5.872,6.948798611
11/23/2018,8.394,6.051,7.122409722
11/24/2018,9.435,5.411,7.060902778
11/25/2018,7.995,4.22,6.055819444
11/26/2018,7.619,3.827,5.570125
11/27/2018,7.695,3.958,5.474645833
11/28/2018,8.195,4.973,6.590895833
11/29/2018,8.99,6.128,7.934402778
11/30/2018,7.619,6.255,7.051104167
12/1/2018,8.22,5.616,6.810020833
12/2/2018,7.268,4.999,5.932604167
12/3/2018,5.257,2.182,3.849916667
12/4/2018,4.999,2.289,3.575215278
12/5/2018,6.23,4.22,5.1145
12/6/2018,8.245,5.975,6.9476875
12/7/2018,9.213,6.99,7.892145833
12/8/2018,8.543,5.488,6.897333333
12/9/2018,7.695,4.376,5.942270833
12/10/2018,7.393,4.61,5.905701389
12/11/2018,8.941,6,7.170458333
12/12/2018,7.92,4.792,6.082076389
12/13/2018,6.585,3.564,4.864520833
12/14/2018,6.357,3.722,4.867166667
12/15/2018,7.945,4.792,6.062729167
12/16/2018,7.92,4.22,5.815819444
12/17/2018,7.519,5.076,6.232527778
12/18/2018,7.293,4.921,6.222486111
12/19/2018,8.07,4.714,6.099854167
12/20/2018,8.07,4.61,6.198986111
12/21/2018,7.895,5.796,6.6333125
12/22/2018,8.07,4.74,6.126409722
12/23/2018,8.245,4.895,6.230048611
12/24/2018,7.82,5.154,6.560020833
12/25/2018,7.192,5.591,6.677840278
12/26/2018,7.419,5.231,6.021020833
12/27/2018,6.484,4.011,5.002743056
12/28/2018,6,3.722,4.535208333
12/29/2018,4.115,1.317,2.754729167
12/30/2018,5.872,2.182,3.718423611
12/31/2018,5.102,2.983,4.343833333
1/1/2019,3.749,0.852,2.125902778
1/2/2019,3.38,-0.032,1.552388889
1/3/2019,4.844,0.989,2.587854167
1/4/2019,6.636,2.557,4.181638889
1/5/2019,6,3.301,4.555201389
1/6/2019,5.975,4.194,5.120423611
1/7/2019,6.99,5.308,6.055513889
1/8/2019,7.494,4.869,6.220347222
1/9/2019,8.145,4.662,6.107805556
1/10/2019,8.045,4.141,5.843465278
1/11/2019,7.77,4.011,5.584125
1/12/2019,7.066,2.77,4.758145833
1/13/2019,7.619,3.142,5.034902778
1/14/2019,7.419,4.973,6.053277778
1/15/2019,6.661,5.565,6.331791667
1/16/2019,6.737,5.462,5.907631944
1/17/2019,6.509,4.141,5.573631944
1/18/2019,6.839,3.564,4.940180556
1/19/2019,6.788,3.221,4.744527778
1/20/2019,7.995,4.428,5.963527778
1/21/2019,7.041,3.168,4.916555556
1/22/2019,6.331,3.089,4.335423611
1/23/2019,5.616,2.101,3.6861875
1/24/2019,7.695,2.93,4.859444444
1/25/2019,6.051,2.956,4.461847222
1/26/2019,7.594,3.564,5.160680556
1/27/2019,8.195,4.402,5.932861111
1/28/2019,8.519,4.115,6.042194444
1/29/2019,8.17,5.154,6.506458333
1/30/2019,7.695,3.433,5.580854167
1/31/2019,7.845,3.063,5.244416667
2/1/2019,9.213,4.895,6.837131944
2/2/2019,7.544,5.334,6.824680556
2/3/2019,6.077,4.506,5.277805556
2/4/2019,6.509,5.205,5.831673611
2/5/2019,6.281,2.744,4.790381944
2/6/2019,5.154,2.37,3.521736111
2/7/2019,5.282,1.044,3.021069444
2/8/2019,6.102,0.384,2.867791667
2/9/2019,5.616,1.208,3.199145833
2/10/2019,8.444,3.538,5.179180556
2/11/2019,6.687,2.182,4.157666667
2/12/2019,6.458,1.099,3.516256944
2/13/2019,6.23,3.248,4.607555556
2/14/2019,5.949,2.289,4.827951389
2/15/2019,7.519,2.503,4.478409722
2/16/2019,6.051,3.38,4.585993056
2/17/2019,5.924,3.327,4.304333333
2/18/2019,5.282,3.301,4.169430556
2/19/2019,5.847,1.886,3.686222222
2/20/2019,4.115,1.398,2.912208333
2/21/2019,4.115,2.477,3.278055556
2/22/2019,6.509,2.209,4.039576389
2/23/2019,6.051,1.262,3.462798611
2/24/2019,7.519,1.561,4.149104167
2/25/2019,8.295,2.903,5.271819444
2/26/2019,8.841,3.354,5.799840278
2/27/2019,9.928,4.428,6.595138889
2/28/2019,9.558,5.05,6.578277778
3/1/2019,9.977,5.36,7.080875
3/2/2019,7.242,4.584,5.789208333
3/3/2019,6.889,3.854,5.111284722
3/4/2019,7.393,4.792,6.017895833
3/5/2019,7.444,4.636,5.9124375
3/6/2019,7.116,1.153,5.515236111
3/7/2019,5.693,1.778,4.119256944
3/8/2019,5.514,4.792,5.049902778
3/9/2019,6.889,4.115,5.134097222
3/10/2019,7.695,4.973,6.035416667
3/11/2019,11.053,5.924,8.035618056
3/12/2019,10.222,7.015,8.400520833
3/13/2019,8.543,4.376,6.468986111
3/14/2019,10.345,3.643,6.11675
3/15/2019,10.369,3.67,6.572930556
3/16/2019,11.832,4.063,7.4335625
3/17/2019,12.364,4.688,7.943527778
3/18/2019,12.025,5.282,8.122944444
3/19/2019,12.171,5.668,8.383923611
3/20/2019,9.78,6.839,8.146826389
3/21/2019,8.045,5.282,6.737708333
3/22/2019,7.519,5.282,6.261722222
3/23/2019,11.734,5.821,8.069604167
3/24/2019,13.016,7.444,9.415256944
3/25/2019,12.582,6.026,8.594298611
3/26/2019,11.224,6.636,8.410993056
3/27/2019,10.32,6.585,8.104104167
3/28/2019,10.492,6.179,7.729020833
3/29/2019,11.492,6.636,8.271534722
3/30/2019,11.783,5.924,8.1804375
3/31/2019,12.654,6.331,8.632638889
4/1/2019,11.929,6.23,8.453208333
4/2/2019,9.632,7.167,8.168159722
4/3/2019,11.832,7.645,9.161916667
4/4/2019,10.956,7.67,8.927194444
4/5/2019,11.589,7.544,9.014333333
4/6/2019,12.243,8.494,9.817048611
4/7/2019,11.929,6.864,8.936409722
4/8/2019,11.589,7.167,9.132583333
4/9/2019,10.369,6.94,8.652895833
4/10/2019,8.742,5.334,6.543277778
4/11/2019,8.195,4.844,6.235965278
4/12/2019,9.928,6.153,7.44125
4/13/2019,12.558,6,8.310895833
4/14/2019,13.088,7.368,9.281013889
4/15/2019,11.613,7.569,9.225326389
4/16/2019,9.238,7.268,7.948527778
4/17/2019,12.364,6.306,8.498166667
4/18/2019,12.582,7.368,9.473243056
4/19/2019,10.932,6.788,9.217486111
4/20/2019,10.541,6.281,8.258736111
4/21/2019,9.879,6.433,7.7749375
4/22/2019,9.41,5.539,7.471694444
4/23/2019,10.883,5.975,8.306423611
4/24/2019,11.297,5.514,8.110361111
4/25/2019,10.565,6.077,8.285840278
4/26/2019,11.783,6.737,8.843548611
4/27/2019,11.734,6.408,8.554576389
4/28/2019,11.467,6.433,8.673236111
4/29/2019,9.829,7.041,7.957944444
4/30/2019,8.717,6.179,7.504736111
5/1/2019,9.829,6.687,8.373131944
5/2/2019,10.001,6.357,8.456291667
5/3/2019,10.834,7.066,9.118763889
5/4/2019,11.565,7.519,9.792694444
5/5/2019,11.856,7.519,9.884229167
5/6/2019,11.686,7.167,9.509736111
5/7/2019,11.565,7.97,9.506361111
5/8/2019,10.858,8.145,9.6821875
5/9/2019,10.883,7.845,9.339395833
5/10/2019,9.78,8.369,9.054145833
5/11/2019,10.638,7.87,9.466423611
5/12/2019,12.122,8.295,10.39805556
5/13/2019,13.04,8.17,10.7343125
5/14/2019,13.016,8.693,10.94623611
5/15/2019,12.558,8.792,10.50309028
5/16/2019,11.807,8.693,9.676368056
5/17/2019,9.657,7.041,8.036055556
5/18/2019,10.761,6.382,8.4766875
5/19/2019,10.614,6.255,9.062138889
5/20/2019,7.92,6.051,6.931708333
5/21/2019,9.089,7.242,8.193694444
5/22/2019,9.139,7.167,8.171208333
5/23/2019,8.841,7.519,8.068548611
5/24/2019,11.151,7.745,9.181090278
5/25/2019,12.025,8.419,10.03515972
5/26/2019,11.443,8.792,10.41378472
5/27/2019,11.419,8.07,9.248027778
5/28/2019,10.394,8.27,9.1141875
5/29/2019,11.734,9.04,10.33213889
5/30/2019,12.654,10.026,11.40636111
5/31/2019,13.449,9.977,11.70286111
6/1/2019,13.81,10.32,12.20461111
6/2/2019,13.497,9.682,11.80479861
6/3/2019,14.242,10.026,12.28333333
6/4/2019,14.026,10.198,12.38984722
6/5/2019,14.84,10.418,12.64715972
6/6/2019,14.912,10.98,13.10640972
6/7/2019,14.745,10.956,13.14540278
6/8/2019,14.96,10.736,12.9738125
6/9/2019,14.577,10.785,12.95508333
6/10/2019,14.96,11.151,13.31371528
6/11/2019,16.487,12.437,14.52136806
6/12/2019,16.487,13.233,14.779875
6/13/2019,17.962,13.786,15.64242361
6/14/2019,16.82,13.906,15.47465972
6/15/2019,18.557,14.098,15.85498611
6/16/2019,17.368,14.098,15.52941667
6/17/2019,17.106,14.098,15.53152083
6/18/2019,18.842,14.673,16.45690972
6/19/2019,19.865,14.673,16.75439583
6/20/2019,20.15,15.294,17.20884028
6/21/2019,20.15,15.963,17.4754375
6/22/2019,18.961,13.642,15.86988889
6/23/2019,18.866,12.678,15.08295833
6/24/2019,20.055,13.04,15.89418056
6/25/2019,20.913,13.666,16.70283333
6/26/2019,20.96,13.786,16.91029861
6/27/2019,21.318,13.906,17.10354861
6/28/2019,21.652,13.642,17.17078472
6/29/2019,19.984,13.858,16.68957639
6/30/2019,19.603,16.058,17.46919444
7/1/2019,22.896,14.601,18.16922917
7/2/2019,22.992,14.697,18.3320625
7/3/2019,21.963,14.649,18.08575694
7/4/2019,22.441,14.026,17.91441667
7/5/2019,22.776,14.385,18.17034028
7/6/2019,23.328,14.745,18.60751389
7/7/2019,20.722,14.816,17.68588194
7/8/2019,22.154,14.242,17.87897917
7/9/2019,22.896,13.882,18.04857639
7/10/2019,23.93,14.529,18.90251389
7/11/2019,24.388,16.082,19.98659722
7/12/2019,24.098,17.391,20.67913194
7/13/2019,24.557,18.747,21.40525
7/14/2019,24.339,17.677,20.99767361
7/15/2019,25.841,17.843,21.55123611
7/16/2019,24.315,16.63,20.42684028
7/17/2019,23.593,16.439,19.91391667
7/18/2019,23.954,15.509,19.57208333
7/19/2019,24.219,15.843,19.88013194
7/20/2019,24.146,15.318,19.68881944
7/21/2019,24.412,15.533,19.86652778
7/22/2019,23.472,15.819,19.75755556
7/23/2019,24.002,17.986,21.12599306
7/24/2019,23.569,19.436,21.60934722
7/25/2019,25.404,19.318,22.16921528
7/26/2019,24.944,19.46,22.08992361
7/27/2019,25.647,19.008,22.19473611
7/28/2019,26.134,18.842,22.36842361
7/29/2019,25.355,17.962,21.52682639
7/30/2019,22.944,17.391,19.98159722
7/31/2019,21.772,18.818,20.10809028
8/1/2019,25.113,17.463,20.94313889
8/2/2019,24.702,17.653,21.2620625
8/3/2019,25.525,19.08,22.36149306
8/4/2019,25.623,19.413,22.61841667
8/5/2019,25.744,18.675,22.35170139
8/6/2019,23.93,18.771,21.3375
8/7/2019,24.702,19.389,21.75184722
8/8/2019,24.363,19.175,21.81208333
8/9/2019,23.256,17.724,20.59149306
8/10/2019,23.112,18.105,20.60846528
8/11/2019,23.424,16.725,20.04109722
8/12/2019,23.761,15.939,19.92121528
8/13/2019,23.665,15.748,19.78818056
8/14/2019,23.328,15.318,19.432375
8/15/2019,23.352,15.414,19.4916875
8/16/2019,22.968,15.652,19.541875
8/17/2019,22.321,14.912,18.89321528
8/18/2019,22.202,14.768,18.72990972
8/19/2019,22.369,14.912,18.81409028
8/20/2019,22.729,14.721,18.83463889
8/21/2019,22.393,14.816,18.85127778
8/22/2019,20.793,14.888,18.14203472
8/23/2019,21.795,14.577,18.27047222
8/24/2019,22.154,15.199,18.85471528
8/25/2019,22.848,15.724,19.41558333
8/26/2019,23.28,16.511,20.05821528
8/27/2019,22.872,16.225,19.77523611
8/28/2019,21.223,15.986,18.69906944
8/29/2019,23.328,16.606,19.92013889
8/30/2019,23.833,16.868,20.40529861
8/31/2019,22.944,16.153,19.78413194
9/1/2019,22.345,14.912,18.82553472
9/2/2019,22.13,16.01,19.25368056
9/3/2019,23.665,17.843,20.81981944
9/4/2019,22.968,17.724,20.50170139
9/5/2019,23.93,17.819,20.8391875
9/6/2019,23.785,18.438,21.23767361
9/7/2019,23.4,17.153,20.441125
9/8/2019,21.915,17.463,19.71209722
9/9/2019,20.412,14.218,17.56751389
9/10/2019,20.103,16.439,18.21919444
9/11/2019,19.984,15.318,17.60870833
9/12/2019,19.793,13.81,16.85290278
9/13/2019,19.817,13.04,16.51649306
9/14/2019,19.793,12.992,16.52913194
9/15/2019,19.888,13.449,16.79454167
9/16/2019,18.937,15.581,17.49620833
9/17/2019,20.055,15.27,17.43489583
9/18/2019,18.39,12.509,15.69370833
9/19/2019,17.605,12.364,15.11918056
9/20/2019,17.296,12.823,15.02842361
9/21/2019,16.511,11.297,14.04508333
9/22/2019,17.082,11.175,14.22898611
9/23/2019,17.296,11.662,14.71996528
9/24/2019,18.509,13.088,15.84647222
9/25/2019,18.533,12.896,15.75569444
9/26/2019,18.343,13.786,16.22806944
9/27/2019,19.484,14.337,16.88088889
9/28/2019,18.105,15.079,16.65413889
9/29/2019,17.034,14.194,15.47494444
9/30/2019,15.509,10.565,13.11952778
10/1/2019,14.481,8.99,11.91918056
10/2/2019,14.409,8.767,11.61984028
10/3/2019,14.529,8.295,11.36179861
10/4/2019,14.792,9.928,12.30284028
10/5/2019,14.529,9.361,12.00342361
10/6/2019,14.721,9.238,11.94029167
10/7/2019,14.433,8.568,11.54813194
10/8/2019,14.721,9.238,11.96433333
10/9/2019,14.242,9.46,11.92451389
10/10/2019,12.896,8.469,10.56761111
10/11/2019,11.346,6.281,8.836215278
10/12/2019,11.492,5.796,8.605854167
10/13/2019,11.807,6.077,8.878520833
10/14/2019,12.727,7.217,9.852131944
10/15/2019,13.064,7.82,10.39002083
10/16/2019,13.377,7.97,10.604
10/17/2019,13.112,9.089,11.15475
10/18/2019,13.497,10.051,11.70749306
10/19/2019,11.856,7.92,10.042125
10/20/2019,12.243,8.494,10.27902083
10/21/2019,11.637,7.192,9.379520833
10/22/2019,12.461,7.745,9.880840278
10/23/2019,12.534,8.045,10.16609722
10/24/2019,11.759,7.845,9.699090278
10/25/2019,11.856,7.368,9.397895833
10/26/2019,12.147,7.619,9.727798611
10/27/2019,10.81,7.745,9.292965278
10/28/2019,8.841,5.257,7.033340278
10/29/2019,8.195,4.168,5.906333333
10/30/2019,6.204,2.53,4.325888889
10/31/2019,6.864,2.53,4.533277778
11/1/2019,7.619,3.327,5.375208333
11/2/2019,8.668,4.194,6.260291667
11/3/2019,9.312,4.869,6.864027778
11/4/2019,9.509,5.179,7.213180556
11/5/2019,10.247,6,7.930326389
11/6/2019,10.345,6.102,8.107465278
11/7/2019,10.198,6.077,8.058756944
11/8/2019,9.928,5.745,7.756451389
11/9/2019,9.706,5.565,7.567916667
11/10/2019,9.558,5.642,7.528527778
11/11/2019,9.977,5.898,7.794583333
11/12/2019,9.805,5.77,7.746861111
11/13/2019,9.682,6.026,7.7583125
11/14/2019,9.608,6.179,7.795388889
11/15/2019,10.418,6.813,8.326
11/16/2019,9.903,6.331,8.019194444
11/17/2019,9.756,6.306,7.918666667
11/18/2019,10.32,6.56,8.303784722
11/19/2019,9.657,6.611,7.915215278
11/20/2019,9.756,7.895,9.312361111
11/21/2019,8.866,7.393,8.096375
11/22/2019,9.854,7.82,8.572027778
11/23/2019,8.891,5.77,7.278638889
11/24/2019,8.145,5.05,6.558833333
11/25/2019,6.94,5.36,6.030423611
11/26/2019,6.153,4.115,5.070875
11/27/2019,6.255,4.115,5.0186875
11/28/2019,7.318,5.872,6.607340278
11/29/2019,6.94,2.37,4.882881944
11/30/2019,6.128,1.886,3.680354167
12/1/2019,5.565,2.155,3.777701389
12/2/2019,6.687,4.168,5.244611111
12/3/2019,7.569,4.895,6.089451389
12/4/2019,7.116,5.024,6.338805556
12/5/2019,5.77,4.688,5.206847222
12/6/2019,7.995,5.231,6.230375
12/7/2019,7.945,5.668,6.710583333
12/8/2019,8.12,5.488,6.855458333
12/9/2019,7.695,5.437,6.142277778
12/10/2019,6.408,3.801,5.041958333
12/11/2019,6.737,3.854,5.066652778
12/12/2019,6.839,4.089,5.213888889
12/13/2019,7.494,4.766,5.914944444
12/14/2019,7.494,6.331,6.842541667
12/15/2019,6.889,4.532,5.8044375
12/16/2019,5.102,3.063,3.930319444
12/17/2019,3.749,1.18,2.502006944
12/18/2019,4.558,2.021,3.156208333
12/19/2019,5.128,2.877,3.828875
12/20/2019,5.257,2.45,3.726868056
12/21/2019,5.719,3.433,4.47875
12/22/2019,5.591,3.617,4.632354167
12/23/2019,5.719,4.688,5.163041667
12/24/2019,6.56,5.642,5.9604375
12/25/2019,5.924,4.999,5.485729167
12/26/2019,5.924,4.402,5.0584375
12/27/2019,5.565,4.402,4.965263889
12/28/2019,4.895,3.063,3.980076389
12/29/2019,3.564,1.561,2.5666875
12/30/2019,5.821,3.248,4.176416667
12/31/2019,4.921,2.316,3.542388889
1/1/2020,5.102,2.983,3.921819444
1/2/2020,5.872,3.274,4.488368056
1/3/2020,5.437,3.089,4.161965278
1/4/2020,6.636,3.801,5.022798611
1/5/2020,5.924,3.168,4.596409722
1/6/2020,5.565,3.089,4.284680556
1/7/2020,5.693,2.823,4.150347222
1/8/2020,6.102,3.722,4.795361111
1/9/2020,6.128,3.459,4.703527778
1/10/2020,5.36,2.85,4.101222222
1/11/2020,4.662,2.209,3.480923611
1/12/2020,5.076,3.142,3.974270833
1/13/2020,5.77,3.354,4.455493056
1/14/2020,5.719,2.717,4.1481875
1/15/2020,5.693,2.744,4.220833333
1/16/2020,6.306,3.142,4.646340278
1/17/2020,6.737,4.844,5.504694444
1/18/2020,5.745,2.45,4.0654375
1/19/2020,6.56,3.827,5.071798611
1/20/2020,6.763,5.024,5.843340278
1/21/2020,6.712,5.898,6.261569444
1/22/2020,8.817,5.745,6.817951389
1/23/2020,7.795,4.506,6.063493056
1/24/2020,7.494,4.402,5.886604167
1/25/2020,7.945,4.532,6.122076389
1/26/2020,8.22,4.766,6.438125
1/27/2020,8.593,5.77,7.136729167
1/28/2020,6.788,4.246,5.585090278
1/29/2020,7.645,4.506,5.873895833
1/30/2020,7.72,4.272,5.7576875
1/31/2020,7.015,4.141,5.529861111
2/1/2020,8.045,4.506,6.024229167
2/2/2020,8.369,4.246,6.227666667
2/3/2020,7.494,3.643,5.490291667
2/4/2020,4.376,1.317,2.803701389
2/5/2020,5.024,0.742,2.859645833
2/6/2020,6.077,2.956,4.407125
2/7/2020,7.67,3.643,5.431013889
2/8/2020,8.07,3.932,5.899958333
2/9/2020,7.945,4.844,6.220333333
2/10/2020,8.543,4.636,6.398569444
2/11/2020,7.268,3.221,5.225743056
2/12/2020,7.368,3.617,5.276097222
2/13/2020,7.569,3.67,5.534284722
2/14/2020,7.895,3.564,5.630666667
2/15/2020,7.318,3.827,5.6166875
2/16/2020,8.941,4.688,6.615055556
2/17/2020,10.222,5.745,7.695138889
2/18/2020,9.114,4.792,6.884381944
2/19/2020,8.693,4.246,6.425069444
2/20/2020,8.543,4.063,6.1630625
2/21/2020,9.188,4.272,6.536875
2/22/2020,8.17,5.872,6.808201389
2/23/2020,10.32,5.924,7.569541667
2/24/2020,9.657,4.999,7.118347222
2/25/2020,8.742,4.402,6.407902778
2/26/2020,8.394,3.827,6.015465278
2/27/2020,9.485,4.324,6.720743056
2/28/2020,9.706,4.714,7.105138889
2/29/2020,9.287,4.895,7.172638889
3/1/2020,8.543,5.616,7.07825
3/2/2020,11.394,6.255,8.266951389
3/3/2020,10.932,5.257,7.920840278
3/4/2020,10.858,5.565,8.185118056
3/5/2020,11.516,5.488,8.368256944
3/6/2020,11.88,6.23,8.925645833
3/7/2020,11.248,7.192,9.249263889
3/8/2020,10.956,8.593,9.603777778
3/9/2020,12.195,7.242,9.471881944
3/10/2020,11.394,7.72,9.582854167
3/11/2020,13.353,8.916,10.682125
3/12/2020,12.268,7.945,9.996645833
3/13/2020,10.907,5.231,6.965902778
3/14/2020,8.095,5.745,6.773402778
3/15/2020,11.273,6.737,8.634395833
3/16/2020,11.297,7.293,9.021361111
3/17/2020,11.078,7.368,8.987138889
3/18/2020,8.866,6.737,7.524604167
3/19/2020,8.045,6.306,6.967166667
3/20/2020,8.419,6.306,7.129993056
3/21/2020,10.663,6.306,8.003479167
3/22/2020,11.2,6.331,8.579826389
3/23/2020,9.485,6.458,7.2305
3/24/2020,12.606,6.331,8.656784722
3/25/2020,11.759,7.67,9.380513889
3/26/2020,12.727,7.795,9.611861111
3/27/2020,10.541,6.585,8.222006944
3/28/2020,11.467,4.947,7.937583333
3/29/2020,9.928,6.94,8.475854167
3/30/2020,13.449,6.611,9.567104167
3/31/2020,14.146,6.965,10.26128472
4/1/2020,13.93,7.544,10.56936111
4/2/2020,13.449,8.419,10.47220833
4/3/2020,12.678,6.077,9.102833333
4/4/2020,13.618,6.408,9.546722222
4/5/2020,12.074,8.245,9.909583333
4/6/2020,11.662,8.792,10.06328472
4/7/2020,14.625,8.12,10.63552778
4/8/2020,12.001,7.77,9.684652778
4/9/2020,11.613,8.02,9.388555556
4/10/2020,13.522,6.99,9.519347222
4/11/2020,14.026,8.145,10.28897222
4/12/2020,12.389,8.668,10.28701389
4/13/2020,10.956,6.813,8.682138889
4/14/2020,11.54,6.128,8.067097222
4/15/2020,12.582,5.745,8.33675
4/16/2020,12.799,7.67,9.529576389
4/17/2020,12.63,8.568,9.975645833
4/18/2020,12.727,9.361,10.51381944
4/19/2020,12.268,8.245,9.842395833
4/20/2020,13.064,8.742,10.40696528
4/21/2020,12.389,9.509,10.58977083
4/22/2020,13.305,8.319,10.30113194
4/23/2020,13.088,8.344,10.50288194
4/24/2020,12.678,8.095,10.32075
4/25/2020,13.016,7.895,10.37432639
4/26/2020,12.847,8.866,10.92375
4/27/2020,13.257,8.792,11.14530556
4/28/2020,13.69,8.866,11.29733333
4/29/2020,13.714,9.114,11.65650694
4/30/2020,13.834,10.075,11.94588194
5/1/2020,13.714,9.312,11.66361111
5/2/2020,13.305,8.916,11.38646528
5/3/2020,13.161,8.866,11.21713194
5/4/2020,13.666,9.04,11.42057639
5/5/2020,13.449,8.767,11.19779167
5/6/2020,13.329,9.336,11.44874306
5/7/2020,14.481,9.829,12.01352778
5/8/2020,13.281,8.767,11.23583333
5/9/2020,14.314,10.075,12.24223611
5/10/2020,13.786,11.078,12.82469444
5/11/2020,14.984,12.171,13.5430625
5/12/2020,14.194,10.59,12.37814583
5/13/2020,15.39,11.346,12.75723611
5/14/2020,15.796,11.346,13.02772917
5/15/2020,16.725,11.637,13.52642361
5/16/2020,17.463,12.292,14.30250694
5/17/2020,18.081,12.944,14.93480556
5/18/2020,18.604,13.473,15.32270139
5/19/2020,15.103,11.224,13.74388194
5/20/2020,15.652,10.369,12.41578472
5/21/2020,17.106,9.829,12.81634028
5/22/2020,16.677,10.271,13.02119444
5/23/2020,18.129,11.419,14.06854861
5/24/2020,17.819,10.883,13.74686111
5/25/2020,18.771,11.005,14.3351875
5/26/2020,20.246,11.686,15.44102083
5/27/2020,21.819,13.401,17.05926389
5/28/2020,22.321,14.457,18.03995833
5/29/2020,23.424,15.223,18.8775625
5/30/2020,20.46,15.27,17.82854861
5/31/2020,20.865,15.318,17.82521528
6/1/2020,22.106,13.834,17.78539583
6/2/2020,21.032,14.481,17.6813125
6/3/2020,21.246,14.936,17.78918056
6/4/2020,23.4,14.577,18.66847917
6/5/2020,20.388,15.223,17.85985417
6/6/2020,20.913,15.509,17.76747222
6/7/2020,20.555,15.151,17.41777778
6/8/2020,17.819,12.823,15.19911111
6/9/2020,19.436,10.932,14.91665972
6/10/2020,21.509,12.461,16.71289583
6/11/2020,22.226,13.449,17.75650694
6/12/2020,21.987,13.594,17.88463194
6/13/2020,19.46,14.649,17.00238194
6/14/2020,21.509,12.751,16.92476389
6/15/2020,21.843,13.522,17.85493706
6/16/2020,22.011,15.294,18.69142361
6/17/2020,22.633,15.39,18.99818056
6/18/2020,21.915,14.864,18.58253472
6/19/2020,22.226,14.218,18.36978472
6/20/2020,22.489,14.194,18.53855556
6/21/2020,22.369,14.912,18.89924306
6/22/2020,23.713,15.366,19.68108333
6/23/2020,24.339,16.63,20.71223611
6/24/2020,24.653,17.011,21.12463194
6/25/2020,24.484,16.844,21.01585417
6/26/2020,24.219,17.558,21.15210417
6/27/2020,23.617,16.915,20.71986111
6/28/2020,22.681,17.677,20.43134722
6/29/2020,20.984,15.748,18.14334028
6/30/2020,,,
7/1/2020,21.987,13.546,18.05411806
7/2/2020,22.753,15.127,19.32304861
7/3/2020,23.978,15.986,20.26909028
7/4/2020,24.532,17.058,21.16104167
7/5/2020,24.146,15.867,20.46977083
7/6/2020,23.761,16.511,20.69261111
7/7/2020,22.321,15.366,19.48159028
7/8/2020,22.944,15.557,19.58531944
7/9/2020,22.633,14.84,19.21452083
7/10/2020,23.328,14.864,19.49833333
7/11/2020,24.171,16.868,20.86623611
